id	context	sentence	index	graph	variable_name	predicate	broad_aspect_1	broad_aspect_2	broad_aspect_3	broad_aspect_4	broad_aspect_5	adjudicated	second_choice_adjudicated	compare	alignment	flag	reason_for_flag					
bolt-eng-DF-170-181105-8850361_0028.18	Regional inequities in health care reform · Posted on October 15th, 2009 by kbh in featured, health	In the pending health care bills, low-income individuals and families who buy health insurance outside employment will get large government subsidies.	1: In 2: the 3: pending 4: health 5: care 6: bills, 7: low-income 8: individuals 9: and 10: families 11: who 12: buy 13: health 14: insurance 15: outside 16: employment 17: will 18: get 19: large 20: government 21: subsidies.	(s18g3 / get-01        :ARG0 (s18a / and                    :op1 (s18i / individual)                    :op2 (s18f / family)                    :ARG0-of (s18h / have-03                                   :ARG1 (s18i2 / income                                                :ARG1-of (s18l / low-04)))                    :ARG0-of (s18b / buy-01                                   :ARG1 (s18i3 / insure-02                                                :ARG1 (s18h2 / health)                                                :ARG3 s18a)                                   :place (s18o / outside                                                :op1 (s18t / thing                                                           :ARG2-of (s18e / employ-01                                                                          :ARG1 s18a)))))        :ARG1 (s18s / subsidize-01                    :ARG0 (s18g / government-organization                                :ARG0-of (s18g2 / govern-01))                    :ARG1 s18a                    :mod (s18l2 / large))        :place (s18b2 / bill-01                      :ARG3 (s18c / care-03                                  :ARG1 s18h2)                      :ARG2-of (s18p / pend-01)))	s18i3	insure-02	none	none				none		TRUE	s18g3: 18-18; s18a: 9-9; s18i: 8-8; s18f: 10-10; s18h: 0-0; s18i2: 7-7; s18l: 7-7; s18b: 12-12; s18i3: 14-14; s18h2: 13-13; s18o: 15-15; s18t: 0-0; s18e: 16-16; s18s: 21-21; s18g: 20-20; s18g2: 0-0; s18l2: 19-19; s18b2: 6-6; s18c: 5-5; s18p: 3-3	FALSE						
bolt-eng-DF-170-181105-8850361_0028.18	Regional inequities in health care reform · Posted on October 15th, 2009 by kbh in featured, health	In the pending health care bills, low-income individuals and families who buy health insurance outside employment will get large government subsidies.	1: In 2: the 3: pending 4: health 5: care 6: bills, 7: low-income 8: individuals 9: and 10: families 11: who 12: buy 13: health 14: insurance 15: outside 16: employment 17: will 18: get 19: large 20: government 21: subsidies.	(s18g3 / get-01        :ARG0 (s18a / and                    :op1 (s18i / individual)                    :op2 (s18f / family)                    :ARG0-of (s18h / have-03                                   :ARG1 (s18i2 / income                                                :ARG1-of (s18l / low-04)))                    :ARG0-of (s18b / buy-01                                   :ARG1 (s18i3 / insure-02                                                :ARG1 (s18h2 / health)                                                :ARG3 s18a)                                   :place (s18o / outside                                                :op1 (s18t / thing                                                           :ARG2-of (s18e / employ-01                                                                          :ARG1 s18a)))))        :ARG1 (s18s / subsidize-01                    :ARG0 (s18g / government-organization                                :ARG0-of (s18g2 / govern-01))                    :ARG1 s18a                    :mod (s18l2 / large))        :place (s18b2 / bill-01                      :ARG3 (s18c / care-03                                  :ARG1 s18h2)                      :ARG2-of (s18p / pend-01)))	s18e	employ-01	none	process	none			none		FALSE	s18g3: 18-18; s18a: 9-9; s18i: 8-8; s18f: 10-10; s18h: 0-0; s18i2: 7-7; s18l: 7-7; s18b: 12-12; s18i3: 14-14; s18h2: 13-13; s18o: 15-15; s18t: 0-0; s18e: 16-16; s18s: 21-21; s18g: 20-20; s18g2: 0-0; s18l2: 19-19; s18b2: 6-6; s18c: 5-5; s18p: 3-3	FALSE						
bolt-eng-DF-170-181105-8850361_0028.18	Regional inequities in health care reform · Posted on October 15th, 2009 by kbh in featured, health	In the pending health care bills, low-income individuals and families who buy health insurance outside employment will get large government subsidies.	1: In 2: the 3: pending 4: health 5: care 6: bills, 7: low-income 8: individuals 9: and 10: families 11: who 12: buy 13: health 14: insurance 15: outside 16: employment 17: will 18: get 19: large 20: government 21: subsidies.	(s18g3 / get-01        :ARG0 (s18a / and                    :op1 (s18i / individual)                    :op2 (s18f / family)                    :ARG0-of (s18h / have-03                                   :ARG1 (s18i2 / income                                                :ARG1-of (s18l / low-04)))                    :ARG0-of (s18b / buy-01                                   :ARG1 (s18i3 / insure-02                                                :ARG1 (s18h2 / health)                                                :ARG3 s18a)                                   :place (s18o / outside                                                :op1 (s18t / thing                                                           :ARG2-of (s18e / employ-01                                                                          :ARG1 s18a)))))        :ARG1 (s18s / subsidize-01                    :ARG0 (s18g / government-organization                                :ARG0-of (s18g2 / govern-01))                    :ARG1 s18a                    :mod (s18l2 / large))        :place (s18b2 / bill-01                      :ARG3 (s18c / care-03                                  :ARG1 s18h2)                      :ARG2-of (s18p / pend-01)))	s18s	subsidize-01	none	none				process		TRUE	s18g3: 18-18; s18a: 9-9; s18i: 8-8; s18f: 10-10; s18h: 0-0; s18i2: 7-7; s18l: 7-7; s18b: 12-12; s18i3: 14-14; s18h2: 13-13; s18o: 15-15; s18t: 0-0; s18e: 16-16; s18s: 21-21; s18g: 20-20; s18g2: 0-0; s18l2: 19-19; s18b2: 6-6; s18c: 5-5; s18p: 3-3	FALSE						
bolt-eng-DF-170-181105-8850361_0028.18	Regional inequities in health care reform · Posted on October 15th, 2009 by kbh in featured, health	In the pending health care bills, low-income individuals and families who buy health insurance outside employment will get large government subsidies.	1: In 2: the 3: pending 4: health 5: care 6: bills, 7: low-income 8: individuals 9: and 10: families 11: who 12: buy 13: health 14: insurance 15: outside 16: employment 17: will 18: get 19: large 20: government 21: subsidies.	(s18g3 / get-01        :ARG0 (s18a / and                    :op1 (s18i / individual)                    :op2 (s18f / family)                    :ARG0-of (s18h / have-03                                   :ARG1 (s18i2 / income                                                :ARG1-of (s18l / low-04)))                    :ARG0-of (s18b / buy-01                                   :ARG1 (s18i3 / insure-02                                                :ARG1 (s18h2 / health)                                                :ARG3 s18a)                                   :place (s18o / outside                                                :op1 (s18t / thing                                                           :ARG2-of (s18e / employ-01                                                                          :ARG1 s18a)))))        :ARG1 (s18s / subsidize-01                    :ARG0 (s18g / government-organization                                :ARG0-of (s18g2 / govern-01))                    :ARG1 s18a                    :mod (s18l2 / large))        :place (s18b2 / bill-01                      :ARG3 (s18c / care-03                                  :ARG1 s18h2)                      :ARG2-of (s18p / pend-01)))	s18g2	govern-01	none	none				none		TRUE	s18g3: 18-18; s18a: 9-9; s18i: 8-8; s18f: 10-10; s18h: 0-0; s18i2: 7-7; s18l: 7-7; s18b: 12-12; s18i3: 14-14; s18h2: 13-13; s18o: 15-15; s18t: 0-0; s18e: 16-16; s18s: 21-21; s18g: 20-20; s18g2: 0-0; s18l2: 19-19; s18b2: 6-6; s18c: 5-5; s18p: 3-3	FALSE						
bolt-eng-DF-170-181105-8850361_0028.18	Regional inequities in health care reform · Posted on October 15th, 2009 by kbh in featured, health	In the pending health care bills, low-income individuals and families who buy health insurance outside employment will get large government subsidies.	1: In 2: the 3: pending 4: health 5: care 6: bills, 7: low-income 8: individuals 9: and 10: families 11: who 12: buy 13: health 14: insurance 15: outside 16: employment 17: will 18: get 19: large 20: government 21: subsidies.	(s18g3 / get-01        :ARG0 (s18a / and                    :op1 (s18i / individual)                    :op2 (s18f / family)                    :ARG0-of (s18h / have-03                                   :ARG1 (s18i2 / income                                                :ARG1-of (s18l / low-04)))                    :ARG0-of (s18b / buy-01                                   :ARG1 (s18i3 / insure-02                                                :ARG1 (s18h2 / health)                                                :ARG3 s18a)                                   :place (s18o / outside                                                :op1 (s18t / thing                                                           :ARG2-of (s18e / employ-01                                                                          :ARG1 s18a)))))        :ARG1 (s18s / subsidize-01                    :ARG0 (s18g / government-organization                                :ARG0-of (s18g2 / govern-01))                    :ARG1 s18a                    :mod (s18l2 / large))        :place (s18b2 / bill-01                      :ARG3 (s18c / care-03                                  :ARG1 s18h2)                      :ARG2-of (s18p / pend-01)))	s18b2	bill-01	none	none				none		TRUE	s18g3: 18-18; s18a: 9-9; s18i: 8-8; s18f: 10-10; s18h: 0-0; s18i2: 7-7; s18l: 7-7; s18b: 12-12; s18i3: 14-14; s18h2: 13-13; s18o: 15-15; s18t: 0-0; s18e: 16-16; s18s: 21-21; s18g: 20-20; s18g2: 0-0; s18l2: 19-19; s18b2: 6-6; s18c: 5-5; s18p: 3-3	FALSE						
bolt-eng-DF-170-181105-8850361_0028.18	Regional inequities in health care reform · Posted on October 15th, 2009 by kbh in featured, health	In the pending health care bills, low-income individuals and families who buy health insurance outside employment will get large government subsidies.	1: In 2: the 3: pending 4: health 5: care 6: bills, 7: low-income 8: individuals 9: and 10: families 11: who 12: buy 13: health 14: insurance 15: outside 16: employment 17: will 18: get 19: large 20: government 21: subsidies.	(s18g3 / get-01        :ARG0 (s18a / and                    :op1 (s18i / individual)                    :op2 (s18f / family)                    :ARG0-of (s18h / have-03                                   :ARG1 (s18i2 / income                                                :ARG1-of (s18l / low-04)))                    :ARG0-of (s18b / buy-01                                   :ARG1 (s18i3 / insure-02                                                :ARG1 (s18h2 / health)                                                :ARG3 s18a)                                   :place (s18o / outside                                                :op1 (s18t / thing                                                           :ARG2-of (s18e / employ-01                                                                          :ARG1 s18a)))))        :ARG1 (s18s / subsidize-01                    :ARG0 (s18g / government-organization                                :ARG0-of (s18g2 / govern-01))                    :ARG1 s18a                    :mod (s18l2 / large))        :place (s18b2 / bill-01                      :ARG3 (s18c / care-03                                  :ARG1 s18h2)                      :ARG2-of (s18p / pend-01)))	s18c	care-03	none	none				none		TRUE	s18g3: 18-18; s18a: 9-9; s18i: 8-8; s18f: 10-10; s18h: 0-0; s18i2: 7-7; s18l: 7-7; s18b: 12-12; s18i3: 14-14; s18h2: 13-13; s18o: 15-15; s18t: 0-0; s18e: 16-16; s18s: 21-21; s18g: 20-20; s18g2: 0-0; s18l2: 19-19; s18b2: 6-6; s18c: 5-5; s18p: 3-3	FALSE						
bolt-eng-DF-170-181105-8850361_0028.18	Regional inequities in health care reform · Posted on October 15th, 2009 by kbh in featured, health	In the pending health care bills, low-income individuals and families who buy health insurance outside employment will get large government subsidies.	1: In 2: the 3: pending 4: health 5: care 6: bills, 7: low-income 8: individuals 9: and 10: families 11: who 12: buy 13: health 14: insurance 15: outside 16: employment 17: will 18: get 19: large 20: government 21: subsidies.	(s18g3 / get-01        :ARG0 (s18a / and                    :op1 (s18i / individual)                    :op2 (s18f / family)                    :ARG0-of (s18h / have-03                                   :ARG1 (s18i2 / income                                                :ARG1-of (s18l / low-04)))                    :ARG0-of (s18b / buy-01                                   :ARG1 (s18i3 / insure-02                                                :ARG1 (s18h2 / health)                                                :ARG3 s18a)                                   :place (s18o / outside                                                :op1 (s18t / thing                                                           :ARG2-of (s18e / employ-01                                                                          :ARG1 s18a)))))        :ARG1 (s18s / subsidize-01                    :ARG0 (s18g / government-organization                                :ARG0-of (s18g2 / govern-01))                    :ARG1 s18a                    :mod (s18l2 / large))        :place (s18b2 / bill-01                      :ARG3 (s18c / care-03                                  :ARG1 s18h2)                      :ARG2-of (s18p / pend-01)))	s18p	pend-01	state	state				state		TRUE	s18g3: 18-18; s18a: 9-9; s18i: 8-8; s18f: 10-10; s18h: 0-0; s18i2: 7-7; s18l: 7-7; s18b: 12-12; s18i3: 14-14; s18h2: 13-13; s18o: 15-15; s18t: 0-0; s18e: 16-16; s18s: 21-21; s18g: 20-20; s18g2: 0-0; s18l2: 19-19; s18b2: 6-6; s18c: 5-5; s18p: 3-3	FALSE						
bolt-eng-DF-170-181105-8850361_0028.19	In the pending health care bills, low-income individuals and families who buy health insurance outside employment will get large government subsidies.	Those subsidies vary by locale.	1: Those 2: subsidies 3: vary 4: by 5: locale.	(s19v / vary-01       :ARG1 (s19s / subsidize-01                   :mod (s19t / that))       :ARG2 (s19l / locale))	s19v	vary-01	habitual	habitual				habitual		TRUE	s19v: 3-3; s19s: 2-2; s19t: 1-1; s19l: 5-5	FALSE						
bolt-eng-DF-170-181105-8850361_0028.19	In the pending health care bills, low-income individuals and families who buy health insurance outside employment will get large government subsidies.	Those subsidies vary by locale.	1: Those 2: subsidies 3: vary 4: by 5: locale.	(s19v / vary-01       :ARG1 (s19s / subsidize-01                   :mod (s19t / that))       :ARG2 (s19l / locale))	s19s	subsidize-01	none	none				process		TRUE	s19v: 3-3; s19s: 2-2; s19t: 1-1; s19l: 5-5	FALSE						
bolt-eng-DF-170-181105-8850361_0028.20	Those subsidies vary by locale.	This represents a significant implicit policy decision with enormous distributional and political consequences.	1: This 2: represents 3: a 4: significant 5: implicit 6: policy 7: decision 8: with 9: enormous 10: distributional 11: and 12: political 13: consequences.	(s20r / represent-01       :ARG0 (s20t / this)       :ARG1 (s20d / decide-01                   :ARG3 (s20p / policy-01                               :mod (s20i / implicit)                               :ARG1-of (s20s / significant-02))                   :ARG1-of (s20c2 / consequence-03                                   :mod (s20e / enormous)                                   :mod (s20d2 / distribute-01)                                   :mod (s20p2 / politics))))	s20r	represent-01	state	state				state		TRUE	s20r: 2-2; s20t: 1-1; s20d: 7-7; s20p: 6-6; s20i: 5-5; s20s: 4-4; s20c2: 13-13; s20e: 9-9; s20d2: 10-10; s20p2: 12-12	FALSE						
bolt-eng-DF-170-181105-8850361_0028.20	Those subsidies vary by locale.	This represents a significant implicit policy decision with enormous distributional and political consequences.	1: This 2: represents 3: a 4: significant 5: implicit 6: policy 7: decision 8: with 9: enormous 10: distributional 11: and 12: political 13: consequences.	(s20r / represent-01       :ARG0 (s20t / this)       :ARG1 (s20d / decide-01                   :ARG3 (s20p / policy-01                               :mod (s20i / implicit)                               :ARG1-of (s20s / significant-02))                   :ARG1-of (s20c2 / consequence-03                                   :mod (s20e / enormous)                                   :mod (s20d2 / distribute-01)                                   :mod (s20p2 / politics))))	s20d	decide-01	process	process				process		TRUE	s20r: 2-2; s20t: 1-1; s20d: 7-7; s20p: 6-6; s20i: 5-5; s20s: 4-4; s20c2: 13-13; s20e: 9-9; s20d2: 10-10; s20p2: 12-12	FALSE						
bolt-eng-DF-170-181105-8850361_0028.20	Those subsidies vary by locale.	This represents a significant implicit policy decision with enormous distributional and political consequences.	1: This 2: represents 3: a 4: significant 5: implicit 6: policy 7: decision 8: with 9: enormous 10: distributional 11: and 12: political 13: consequences.	(s20r / represent-01       :ARG0 (s20t / this)       :ARG1 (s20d / decide-01                   :ARG3 (s20p / policy-01                               :mod (s20i / implicit)                               :ARG1-of (s20s / significant-02))                   :ARG1-of (s20c2 / consequence-03                                   :mod (s20e / enormous)                                   :mod (s20d2 / distribute-01)                                   :mod (s20p2 / politics))))	s20p	policy-01	none	none				none		TRUE	s20r: 2-2; s20t: 1-1; s20d: 7-7; s20p: 6-6; s20i: 5-5; s20s: 4-4; s20c2: 13-13; s20e: 9-9; s20d2: 10-10; s20p2: 12-12	FALSE						
bolt-eng-DF-170-181105-8850361_0028.20	Those subsidies vary by locale.	This represents a significant implicit policy decision with enormous distributional and political consequences.	1: This 2: represents 3: a 4: significant 5: implicit 6: policy 7: decision 8: with 9: enormous 10: distributional 11: and 12: political 13: consequences.	(s20r / represent-01       :ARG0 (s20t / this)       :ARG1 (s20d / decide-01                   :ARG3 (s20p / policy-01                               :mod (s20i / implicit)                               :ARG1-of (s20s / significant-02))                   :ARG1-of (s20c2 / consequence-03                                   :mod (s20e / enormous)                                   :mod (s20d2 / distribute-01)                                   :mod (s20p2 / politics))))	s20s	significant-02	none	none				none		TRUE	s20r: 2-2; s20t: 1-1; s20d: 7-7; s20p: 6-6; s20i: 5-5; s20s: 4-4; s20c2: 13-13; s20e: 9-9; s20d2: 10-10; s20p2: 12-12	FALSE						
bolt-eng-DF-170-181105-8850361_0028.20	Those subsidies vary by locale.	This represents a significant implicit policy decision with enormous distributional and political consequences.	1: This 2: represents 3: a 4: significant 5: implicit 6: policy 7: decision 8: with 9: enormous 10: distributional 11: and 12: political 13: consequences.	(s20r / represent-01       :ARG0 (s20t / this)       :ARG1 (s20d / decide-01                   :ARG3 (s20p / policy-01                               :mod (s20i / implicit)                               :ARG1-of (s20s / significant-02))                   :ARG1-of (s20c2 / consequence-03                                   :mod (s20e / enormous)                                   :mod (s20d2 / distribute-01)                                   :mod (s20p2 / politics))))	s20c2	consequence-03	process	process				process		TRUE	s20r: 2-2; s20t: 1-1; s20d: 7-7; s20p: 6-6; s20i: 5-5; s20s: 4-4; s20c2: 13-13; s20e: 9-9; s20d2: 10-10; s20p2: 12-12	FALSE						
bolt-eng-DF-170-181105-8850361_0028.20	Those subsidies vary by locale.	This represents a significant implicit policy decision with enormous distributional and political consequences.	1: This 2: represents 3: a 4: significant 5: implicit 6: policy 7: decision 8: with 9: enormous 10: distributional 11: and 12: political 13: consequences.	(s20r / represent-01       :ARG0 (s20t / this)       :ARG1 (s20d / decide-01                   :ARG3 (s20p / policy-01                               :mod (s20i / implicit)                               :ARG1-of (s20s / significant-02))                   :ARG1-of (s20c2 / consequence-03                                   :mod (s20e / enormous)                                   :mod (s20d2 / distribute-01)                                   :mod (s20p2 / politics))))	s20d2	distribute-01	none	none				none		TRUE	s20r: 2-2; s20t: 1-1; s20d: 7-7; s20p: 6-6; s20i: 5-5; s20s: 4-4; s20c2: 13-13; s20e: 9-9; s20d2: 10-10; s20p2: 12-12	FALSE						
bolt-eng-DF-170-181105-8850361_0028.21	This represents a significant implicit policy decision with enormous distributional and political consequences.	I dont think most Members or their constituents have focused on this.	1: I 2: dont 3: think 4: most 5: Members 6: or 7: their 8: constituents 9: have 10: focused 11: on 12: this.	(s21t / think-01       :ARG0 (s21i / i)       :ARG1 (s21f / focus-01                   :ARG0 (s21o / or                               :op1 (s21m / member                                          :quant (s21m2 / most))                               :op2 (s21c / constituent                                          :possessor s21m))                   :ARG1 (s21t2 / this))       :polarity -)	s21t	think-01	state	state				state		TRUE	s21t: 3-3; s21i: 1-1; s21f: 10-10; s21o: 6-6; s21m: 5-5; s21m2: 4-4; s21c: 8-8; s21t2: 12-12	FALSE						
bolt-eng-DF-170-181105-8850361_0028.21	This represents a significant implicit policy decision with enormous distributional and political consequences.	I dont think most Members or their constituents have focused on this.	1: I 2: dont 3: think 4: most 5: Members 6: or 7: their 8: constituents 9: have 10: focused 11: on 12: this.	(s21t / think-01       :ARG0 (s21i / i)       :ARG1 (s21f / focus-01                   :ARG0 (s21o / or                               :op1 (s21m / member                                          :quant (s21m2 / most))                               :op2 (s21c / constituent                                          :possessor s21m))                   :ARG1 (s21t2 / this))       :polarity -)	s21f	focus-01	performance	performance				performance		TRUE	s21t: 3-3; s21i: 1-1; s21f: 10-10; s21o: 6-6; s21m: 5-5; s21m2: 4-4; s21c: 8-8; s21t2: 12-12	FALSE						
bolt-eng-DF-170-181105-8850361_0028.22	I dont think most Members or their constituents have focused on this.	I think they should...	1: I 2: think 3: they 4: should...	(s22t2 / think-01        :ARG0 (s22i / i)        :ARG1 (s22r / recommend-01                    :ARG2 (s22t3 / they)))	s22t2	think-01	state	state				state		TRUE	s22t2: 2-2; s22i: 1-1; s22r: 0-0; s22t3: 3-3	FALSE						
bolt-eng-DF-170-181105-8850361_0028.22	I dont think most Members or their constituents have focused on this.	I think they should...	1: I 2: think 3: they 4: should...	(s22t2 / think-01        :ARG0 (s22i / i)        :ARG1 (s22r / recommend-01                    :ARG2 (s22t3 / they)))	s22r	recommend-01	performance	performance				performance		TRUE	s22t2: 2-2; s22i: 1-1; s22r: 0-0; s22t3: 3-3	FALSE						
bolt-eng-DF-170-181105-8850361_0028.23	I think they should...	Now lets look at what the Baucus bill does for the new low-income subsidies to purchase health insurance outside of employment.	1: Now 2: lets 3: look 4: at 5: what 6: the 7: Baucus 8: bill 9: does 10: for 11: the 12: new 13: low-income 14: subsidies 15: to 16: purchase 17: health 18: insurance 19: outside 20: of 21: employment.	(s23l / let-01       :ARG1 (s23l2 / look-01                    :ARG0 (s23w / we)                    :ARG1 (s23t / thing                                :ARG1-of (s23d / do-02                                               :ARG0 (s23b / bill                                                           :name (s23n2 / name                                                                        :op1 "Baucus")                                                           :wiki "America's_Healthy_Future_Act")                                               :ARG2 (s23p / purchase-01                                                           :ARG0 (s23s / subsidize-01                                                                       :ARG1 (s23i / income                                                                                   :ARG1-of (s23l3 / low-04)                                                                                   :ARG1-of (s23n3 / new-01)))                                                           :ARG1 (s23i2 / insure-02                                                                        :ARG1 (s23h / health))                                                           :manner (s23o / outside                                                                         :op1 (s23e / employ-01))))))       :temporal (s23n / now))	s23l	let-01	activity	process	process			process		FALSE	s23l: 2-2; s23l2: 3-3; s232: 0-0; s23t: 0-0; s23d: 9-9; s23b: 8-8; s23n2: 7-7; s23p: 16-16; s23s: 14-14; s23i: 13-13; s23l3: 13-13; s23n3: 12-12; s23i2: 18-18; s23h: 17-17; s23o: 19-19; s23e: 21-21	FALSE						
bolt-eng-DF-170-181105-8850361_0028.23	I think they should...	Now lets look at what the Baucus bill does for the new low-income subsidies to purchase health insurance outside of employment.	1: Now 2: lets 3: look 4: at 5: what 6: the 7: Baucus 8: bill 9: does 10: for 11: the 12: new 13: low-income 14: subsidies 15: to 16: purchase 17: health 18: insurance 19: outside 20: of 21: employment.	(s23l / let-01       :ARG1 (s23l2 / look-01                    :ARG0 (s23w / we)                    :ARG1 (s23t / thing                                :ARG1-of (s23d / do-02                                               :ARG0 (s23b / bill                                                           :name (s23n2 / name                                                                        :op1 "Baucus")                                                           :wiki "America's_Healthy_Future_Act")                                               :ARG2 (s23p / purchase-01                                                           :ARG0 (s23s / subsidize-01                                                                       :ARG1 (s23i / income                                                                                   :ARG1-of (s23l3 / low-04)                                                                                   :ARG1-of (s23n3 / new-01)))                                                           :ARG1 (s23i2 / insure-02                                                                        :ARG1 (s23h / health))                                                           :manner (s23o / outside                                                                         :op1 (s23e / employ-01))))))       :temporal (s23n / now))	s23l2	look-01	process	state	process			process		FALSE	s23l: 2-2; s23l2: 3-3; s232: 0-0; s23t: 0-0; s23d: 9-9; s23b: 8-8; s23n2: 7-7; s23p: 16-16; s23s: 14-14; s23i: 13-13; s23l3: 13-13; s23n3: 12-12; s23i2: 18-18; s23h: 17-17; s23o: 19-19; s23e: 21-21	FALSE						
bolt-eng-DF-170-181105-8850361_0028.23	I think they should...	Now lets look at what the Baucus bill does for the new low-income subsidies to purchase health insurance outside of employment.	1: Now 2: lets 3: look 4: at 5: what 6: the 7: Baucus 8: bill 9: does 10: for 11: the 12: new 13: low-income 14: subsidies 15: to 16: purchase 17: health 18: insurance 19: outside 20: of 21: employment.	(s23l / let-01       :ARG1 (s23l2 / look-01                    :ARG0 (s23w / we)                    :ARG1 (s23t / thing                                :ARG1-of (s23d / do-02                                               :ARG0 (s23b / bill                                                           :name (s23n2 / name                                                                        :op1 "Baucus")                                                           :wiki "America's_Healthy_Future_Act")                                               :ARG2 (s23p / purchase-01                                                           :ARG0 (s23s / subsidize-01                                                                       :ARG1 (s23i / income                                                                                   :ARG1-of (s23l3 / low-04)                                                                                   :ARG1-of (s23n3 / new-01)))                                                           :ARG1 (s23i2 / insure-02                                                                        :ARG1 (s23h / health))                                                           :manner (s23o / outside                                                                         :op1 (s23e / employ-01))))))       :temporal (s23n / now))	s23d	do-02	activity	performance	performance			performance		FALSE	s23l: 2-2; s23l2: 3-3; s232: 0-0; s23t: 0-0; s23d: 9-9; s23b: 8-8; s23n2: 7-7; s23p: 16-16; s23s: 14-14; s23i: 13-13; s23l3: 13-13; s23n3: 12-12; s23i2: 18-18; s23h: 17-17; s23o: 19-19; s23e: 21-21	FALSE						
bolt-eng-DF-170-181105-8850361_0028.23	I think they should...	Now lets look at what the Baucus bill does for the new low-income subsidies to purchase health insurance outside of employment.	1: Now 2: lets 3: look 4: at 5: what 6: the 7: Baucus 8: bill 9: does 10: for 11: the 12: new 13: low-income 14: subsidies 15: to 16: purchase 17: health 18: insurance 19: outside 20: of 21: employment.	(s23l / let-01       :ARG1 (s23l2 / look-01                    :ARG0 (s23w / we)                    :ARG1 (s23t / thing                                :ARG1-of (s23d / do-02                                               :ARG0 (s23b / bill                                                           :name (s23n2 / name                                                                        :op1 "Baucus")                                                           :wiki "America's_Healthy_Future_Act")                                               :ARG2 (s23p / purchase-01                                                           :ARG0 (s23s / subsidize-01                                                                       :ARG1 (s23i / income                                                                                   :ARG1-of (s23l3 / low-04)                                                                                   :ARG1-of (s23n3 / new-01)))                                                           :ARG1 (s23i2 / insure-02                                                                        :ARG1 (s23h / health))                                                           :manner (s23o / outside                                                                         :op1 (s23e / employ-01))))))       :temporal (s23n / now))	s23p	purchase-01	activity	performance	performance			performance		FALSE	s23l: 2-2; s23l2: 3-3; s232: 0-0; s23t: 0-0; s23d: 9-9; s23b: 8-8; s23n2: 7-7; s23p: 16-16; s23s: 14-14; s23i: 13-13; s23l3: 13-13; s23n3: 12-12; s23i2: 18-18; s23h: 17-17; s23o: 19-19; s23e: 21-21	FALSE						
bolt-eng-DF-170-181105-8850361_0028.23	I think they should...	Now lets look at what the Baucus bill does for the new low-income subsidies to purchase health insurance outside of employment.	1: Now 2: lets 3: look 4: at 5: what 6: the 7: Baucus 8: bill 9: does 10: for 11: the 12: new 13: low-income 14: subsidies 15: to 16: purchase 17: health 18: insurance 19: outside 20: of 21: employment.	(s23l / let-01       :ARG1 (s23l2 / look-01                    :ARG0 (s23w / we)                    :ARG1 (s23t / thing                                :ARG1-of (s23d / do-02                                               :ARG0 (s23b / bill                                                           :name (s23n2 / name                                                                        :op1 "Baucus")                                                           :wiki "America's_Healthy_Future_Act")                                               :ARG2 (s23p / purchase-01                                                           :ARG0 (s23s / subsidize-01                                                                       :ARG1 (s23i / income                                                                                   :ARG1-of (s23l3 / low-04)                                                                                   :ARG1-of (s23n3 / new-01)))                                                           :ARG1 (s23i2 / insure-02                                                                        :ARG1 (s23h / health))                                                           :manner (s23o / outside                                                                         :op1 (s23e / employ-01))))))       :temporal (s23n / now))	s23s	subsidize-01	process	none	process			process		FALSE	s23l: 2-2; s23l2: 3-3; s232: 0-0; s23t: 0-0; s23d: 9-9; s23b: 8-8; s23n2: 7-7; s23p: 16-16; s23s: 14-14; s23i: 13-13; s23l3: 13-13; s23n3: 12-12; s23i2: 18-18; s23h: 17-17; s23o: 19-19; s23e: 21-21	FALSE						
bolt-eng-DF-170-181105-8850361_0028.23	I think they should...	Now lets look at what the Baucus bill does for the new low-income subsidies to purchase health insurance outside of employment.	1: Now 2: lets 3: look 4: at 5: what 6: the 7: Baucus 8: bill 9: does 10: for 11: the 12: new 13: low-income 14: subsidies 15: to 16: purchase 17: health 18: insurance 19: outside 20: of 21: employment.	(s23l / let-01       :ARG1 (s23l2 / look-01                    :ARG0 (s23w / we)                    :ARG1 (s23t / thing                                :ARG1-of (s23d / do-02                                               :ARG0 (s23b / bill                                                           :name (s23n2 / name                                                                        :op1 "Baucus")                                                           :wiki "America's_Healthy_Future_Act")                                               :ARG2 (s23p / purchase-01                                                           :ARG0 (s23s / subsidize-01                                                                       :ARG1 (s23i / income                                                                                   :ARG1-of (s23l3 / low-04)                                                                                   :ARG1-of (s23n3 / new-01)))                                                           :ARG1 (s23i2 / insure-02                                                                        :ARG1 (s23h / health))                                                           :manner (s23o / outside                                                                         :op1 (s23e / employ-01))))))       :temporal (s23n / now))	s23l3	low-04	none	none				none		TRUE	s23l: 2-2; s23l2: 3-3; s232: 0-0; s23t: 0-0; s23d: 9-9; s23b: 8-8; s23n2: 7-7; s23p: 16-16; s23s: 14-14; s23i: 13-13; s23l3: 13-13; s23n3: 12-12; s23i2: 18-18; s23h: 17-17; s23o: 19-19; s23e: 21-21	FALSE						
